scan,dye1,dye2,dye3,dye4,dye5,dye6,dye1GT,dye2GT,dye3GT,dye4GT,dye5GT,dye6GT
1,8.0,36.0,28.0,45.0,2.0,1.0,False,False,False,False,False,False
2,7.0,42.0,38.0,54.0,1.0,0.0,False,False,False,False,False,False
3,11.0,36.0,47.0,56.0,7.0,0.0,False,False,False,False,False,False
4,12.0,31.0,52.0,60.0,14.0,0.0,False,False,False,False,False,False
5,11.0,30.0,54.0,82.0,12.0,0.0,False,False,False,False,False,False
6,14.0,24.0,56.0,98.0,7.0,1.0,False,False,False,False,False,False
7,16.0,21.0,57.0,107.0,9.0,2.0,False,False,False,False,False,False
8,20.0,22.0,51.0,109.0,20.0,0.0,False,False,False,False,False,False
9,22.0,30.0,43.0,117.0,30.0,2.0,False,False,False,False,False,False
10,25.0,38.0,37.0,133.0,35.0,6.0,False,False,False,False,False,False
11,34.0,37.0,33.0,173.0,38.0,13.0,False,False,False,False,False,False
12,41.0,34.0,27.0,187.0,47.0,18.0,False,False,False,False,False,False
13,37.0,25.0,25.0,200.0,46.0,27.0,False,False,False,False,False,False
14,34.0,18.0,21.0,195.0,34.0,38.0,False,False,False,False,False,False
15,32.0,20.0,21.0,187.0,37.0,47.0,False,False,False,False,False,False
16,27.0,17.0,25.0,172.0,43.0,47.0,False,False,False,False,False,False
17,15.0,19.0,29.0,152.0,35.0,48.0,False,False,False,False,False,False
18,3.0,25.0,26.0,139.0,28.0,44.0,False,False,False,False,False,False
19,0.0,25.0,22.0,152.0,32.0,37.0,False,False,False,False,False,False
20,1.0,17.0,19.0,146.0,40.0,32.0,False,False,False,False,False,False
21,0.0,13.0,16.0,140.0,46.0,29.0,False,False,False,False,False,False
22,0.0,17.0,17.0,123.0,50.0,24.0,False,False,False,False,False,False
23,1.0,15.0,19.0,105.0,51.0,20.0,False,False,False,False,False,False
24,2.0,11.0,19.0,103.0,45.0,18.0,False,False,False,False,False,False
25,0.0,9.0,15.0,105.0,36.0,19.0,False,False,False,False,False,False
26,0.0,10.0,16.0,96.0,27.0,18.0,False,False,False,False,False,False
27,-7.0,14.0,15.0,90.0,20.0,17.0,False,False,False,False,False,False
28,-11.0,16.0,7.0,86.0,19.0,15.0,False,False,False,False,False,False
29,-5.0,8.0,4.0,76.0,18.0,16.0,False,False,False,False,False,False
30,-1.0,1.0,11.0,78.0,13.0,16.0,False,False,False,False,False,False
31,-3.0,3.0,15.0,76.0,10.0,13.0,False,False,False,False,False,False
32,0.0,9.0,14.0,88.0,8.0,9.0,False,False,False,False,False,False
33,12.0,7.0,17.0,91.0,5.0,4.0,False,False,False,False,False,False
34,23.0,0.0,20.0,98.0,13.0,3.0,False,False,False,False,False,False
35,26.0,0.0,15.0,90.0,20.0,1.0,False,False,False,False,False,False
36,23.0,1.0,17.0,89.0,22.0,2.0,False,False,False,False,False,False
37,30.0,3.0,21.0,74.0,20.0,2.0,False,False,False,False,False,False
38,40.0,6.0,31.0,74.0,18.0,0.0,False,False,False,False,False,False
39,47.0,-1.0,31.0,74.0,16.0,0.0,False,False,False,False,False,False
40,53.0,-6.0,35.0,87.0,14.0,0.0,False,False,False,False,False,False
41,65.0,0.0,33.0,91.0,18.0,1.0,False,False,False,False,False,False
42,85.0,0.0,32.0,93.0,25.0,5.0,False,False,False,False,False,False
43,105.0,0.0,30.0,94.0,22.0,6.0,False,False,False,False,False,False
44,123.0,1.0,27.0,114.0,16.0,5.0,False,False,False,False,False,False
