scan,dye1,dye2,dye3,dye4,dye5,dye6,dye1GT,dye2GT,dye3GT,dye4GT,dye5GT,dye6GT
1,221.0,17.0,34.0,178.0,48.0,57.0,False,False,False,False,False,False
2,210.0,19.0,31.0,183.0,48.0,51.0,False,False,False,False,False,False
3,201.0,18.0,29.0,175.0,50.0,42.0,False,False,False,False,False,False
4,193.0,13.0,25.0,159.0,56.0,35.0,False,False,False,False,False,False
5,182.0,9.0,19.0,140.0,66.0,30.0,False,False,False,False,False,False
6,170.0,11.0,14.0,114.0,68.0,30.0,False,False,False,False,False,False
7,164.0,13.0,16.0,98.0,64.0,30.0,False,False,False,False,False,False
8,154.0,8.0,22.0,94.0,62.0,26.0,False,False,False,False,False,False
9,138.0,9.0,28.0,95.0,64.0,24.0,False,False,False,False,False,False
10,134.0,16.0,25.0,86.0,64.0,22.0,False,False,False,False,False,False
11,142.0,21.0,17.0,91.0,59.0,24.0,False,False,False,False,False,False
12,125.0,14.0,16.0,92.0,41.0,28.0,False,False,False,False,False,False
13,105.0,11.0,19.0,104.0,25.0,29.0,False,False,False,False,False,False
14,93.0,8.0,20.0,96.0,14.0,22.0,False,False,False,False,False,False
15,87.0,2.0,24.0,106.0,19.0,17.0,False,False,False,False,False,False
16,80.0,0.0,23.0,109.0,27.0,14.0,False,False,False,False,False,False
17,77.0,0.0,22.0,114.0,31.0,11.0,False,False,False,False,False,False
18,69.0,2.0,17.0,107.0,31.0,11.0,False,False,False,False,False,False
19,66.0,8.0,16.0,99.0,26.0,13.0,False,False,False,False,False,False
20,56.0,12.0,18.0,95.0,19.0,14.0,False,False,False,False,False,False
21,43.0,14.0,21.0,87.0,16.0,12.0,False,False,False,False,False,False
22,39.0,14.0,24.0,83.0,18.0,10.0,False,False,False,False,False,False
23,41.0,13.0,24.0,89.0,17.0,6.0,False,False,False,False,False,False
24,40.0,12.0,21.0,103.0,16.0,3.0,False,False,False,False,False,False
25,36.0,10.0,16.0,106.0,14.0,4.0,False,False,False,False,False,False
26,36.0,8.0,19.0,105.0,15.0,3.0,False,False,False,False,False,False
27,37.0,6.0,21.0,103.0,14.0,3.0,False,False,False,False,False,False
28,33.0,5.0,20.0,108.0,7.0,4.0,False,False,False,False,False,False
29,28.0,5.0,18.0,101.0,5.0,3.0,False,False,False,False,False,False
30,26.0,7.0,16.0,104.0,6.0,3.0,False,False,False,False,False,False
31,25.0,14.0,10.0,96.0,4.0,5.0,False,False,False,False,False,False
32,26.0,16.0,13.0,98.0,3.0,3.0,False,False,False,False,False,False
33,21.0,14.0,17.0,90.0,9.0,0.0,False,False,False,False,False,False
34,11.0,9.0,23.0,83.0,9.0,0.0,False,False,False,False,False,False
35,9.0,2.0,27.0,82.0,3.0,0.0,False,False,False,False,False,False
36,8.0,2.0,27.0,88.0,1.0,0.0,False,False,False,False,False,False
37,5.0,8.0,20.0,86.0,3.0,-1.0,False,False,False,False,False,False
38,7.0,5.0,22.0,90.0,4.0,0.0,False,False,False,False,False,False
39,12.0,-2.0,30.0,99.0,0.0,0.0,False,False,False,False,False,False
40,15.0,-3.0,31.0,96.0,2.0,0.0,False,False,False,False,False,False
41,17.0,0.0,27.0,86.0,14.0,0.0,False,False,False,False,False,False
42,14.0,0.0,21.0,87.0,17.0,0.0,False,False,False,False,False,False
43,9.0,2.0,20.0,87.0,11.0,0.0,False,False,False,False,False,False
44,7.0,6.0,23.0,77.0,5.0,0.0,False,False,False,False,False,False
45,4.0,10.0,21.0,80.0,9.0,2.0,False,False,False,False,False,False
46,2.0,17.0,19.0,85.0,10.0,7.0,False,False,False,False,False,False
47,6.0,11.0,27.0,97.0,10.0,10.0,False,False,False,False,False,False
48,6.0,0.0,35.0,84.0,13.0,7.0,False,False,False,False,False,False
49,0.0,-5.0,37.0,79.0,21.0,5.0,False,False,False,False,False,False
50,-1.0,0.0,37.0,76.0,24.0,5.0,False,False,False,False,False,False
51,0.0,7.0,38.0,95.0,20.0,4.0,False,False,False,False,False,False
52,1.0,9.0,26.0,106.0,10.0,4.0,False,False,False,False,False,False
53,5.0,5.0,18.0,102.0,3.0,6.0,False,False,False,False,False,False
54,8.0,1.0,16.0,87.0,5.0,6.0,False,False,False,False,False,False
55,9.0,0.0,19.0,76.0,11.0,6.0,False,False,False,False,False,False
56,8.0,0.0,22.0,69.0,16.0,5.0,False,False,False,False,False,False
57,6.0,1.0,23.0,62.0,21.0,3.0,False,False,False,False,False,False
58,3.0,2.0,20.0,61.0,20.0,5.0,False,False,False,False,False,False
59,1.0,4.0,17.0,60.0,14.0,8.0,False,False,False,False,False,False
60,0.0,4.0,17.0,58.0,6.0,8.0,False,False,False,False,False,False
61,0.0,4.0,17.0,56.0,2.0,8.0,False,False,False,False,False,False
62,0.0,5.0,15.0,52.0,7.0,5.0,False,False,False,False,False,False
63,3.0,6.0,14.0,45.0,11.0,2.0,False,False,False,False,False,False
64,9.0,8.0,15.0,42.0,6.0,4.0,False,False,False,False,False,False
65,11.0,6.0,19.0,33.0,5.0,3.0,False,False,False,False,False,False
66,10.0,0.0,23.0,26.0,14.0,0.0,False,False,False,False,False,False
67,6.0,3.0,20.0,17.0,18.0,0.0,False,False,False,False,False,False
68,8.0,18.0,10.0,23.0,12.0,0.0,False,False,False,False,False,False
69,8.0,19.0,1.0,32.0,2.0,3.0,False,False,False,False,False,False
70,11.0,11.0,3.0,35.0,0.0,4.0,False,False,False,False,False,False
71,17.0,7.0,6.0,29.0,1.0,1.0,False,False,False,False,False,False
72,29.0,5.0,4.0,22.0,1.0,0.0,False,False,False,False,False,False
73,30.0,4.0,3.0,23.0,2.0,0.0,False,False,False,False,False,False
74,21.0,8.0,3.0,31.0,0.0,0.0,False,False,False,False,False,False
75,18.0,8.0,4.0,30.0,0.0,1.0,False,False,False,False,False,False
76,22.0,3.0,3.0,30.0,0.0,0.0,False,False,False,False,False,False
77,26.0,4.0,0.0,45.0,0.0,1.0,False,False,False,False,False,False
78,26.0,9.0,0.0,54.0,0.0,5.0,False,False,False,False,False,False
79,25.0,7.0,3.0,55.0,0.0,7.0,False,False,False,False,False,False
80,23.0,3.0,8.0,48.0,4.0,5.0,False,False,False,False,False,False
81,24.0,0.0,8.0,50.0,11.0,4.0,False,False,False,False,False,False
82,27.0,-2.0,2.0,54.0,11.0,4.0,False,False,False,False,False,False
83,29.0,0.0,0.0,68.0,11.0,3.0,False,False,False,False,False,False
84,25.0,4.0,0.0,65.0,15.0,5.0,False,False,False,False,False,False
85,20.0,4.0,4.0,68.0,15.0,8.0,False,False,False,False,False,False
86,16.0,1.0,6.0,66.0,10.0,6.0,False,False,False,False,False,True
87,13.0,-2.0,14.0,74.0,3.0,7.0,False,False,False,False,False,True
88,15.0,-5.0,20.0,74.0,1.0,10.0,False,False,False,False,False,True
89,15.0,0.0,25.0,68.0,4.0,14.0,False,False,False,False,False,True
90,12.0,4.0,33.0,69.0,10.0,22.0,False,False,False,False,False,True
91,13.0,7.0,42.0,71.0,17.0,37.0,False,False,False,False,False,True
92,18.0,11.0,44.0,71.0,17.0,65.0,False,False,False,False,False,True
93,20.0,15.0,49.0,66.0,12.0,113.0,False,False,False,False,False,True
94,11.0,16.0,54.0,67.0,18.0,191.0,False,False,False,False,False,True
95,3.0,13.0,56.0,67.0,26.0,303.0,False,False,False,False,False,True
96,3.0,10.0,55.0,70.0,23.0,444.0,False,False,False,False,False,True
97,6.0,10.0,50.0,68.0,24.0,607.0,False,False,False,False,False,True
98,7.0,11.0,42.0,63.0,20.0,776.0,False,False,False,False,False,True
99,6.0,14.0,34.0,57.0,12.0,921.0,False,False,False,False,False,True
100,3.0,16.0,34.0,58.0,10.0,1020.0,False,False,False,False,False,True
101,1.0,13.0,31.0,55.0,8.0,1062.0,False,False,False,False,False,True
102,0.0,8.0,29.0,49.0,9.0,1033.0,False,False,False,False,False,True
103,0.0,7.0,23.0,44.0,13.0,935.0,False,False,False,False,False,True
104,4.0,8.0,21.0,42.0,7.0,793.0,False,False,False,False,False,True
105,6.0,13.0,18.0,41.0,0.0,633.0,False,False,False,False,False,True
106,6.0,13.0,16.0,43.0,0.0,478.0,False,False,False,False,False,True
107,3.0,11.0,15.0,41.0,0.0,344.0,False,False,False,False,False,True
108,0.0,9.0,9.0,44.0,1.0,242.0,False,False,False,False,False,True
109,0.0,7.0,13.0,48.0,4.0,169.0,False,False,False,False,False,True
110,7.0,6.0,10.0,45.0,4.0,118.0,False,False,False,False,False,True
111,10.0,4.0,8.0,37.0,12.0,79.0,False,False,False,False,False,True
112,15.0,1.0,12.0,29.0,10.0,53.0,False,False,False,False,False,True
113,19.0,0.0,14.0,37.0,0.0,43.0,False,False,False,False,False,True
114,12.0,0.0,13.0,25.0,2.0,33.0,False,False,False,False,False,True
115,5.0,0.0,14.0,16.0,8.0,19.0,False,False,False,False,False,True
116,1.0,1.0,13.0,20.0,12.0,7.0,False,False,False,False,False,True
117,2.0,0.0,9.0,29.0,12.0,5.0,False,False,False,False,False,True
118,10.0,-1.0,12.0,37.0,4.0,7.0,False,False,False,False,False,False
119,13.0,0.0,14.0,34.0,0.0,5.0,False,False,False,False,False,False
120,11.0,8.0,10.0,42.0,4.0,2.0,False,False,False,False,False,False
121,11.0,13.0,9.0,40.0,4.0,1.0,False,False,False,False,False,False
122,12.0,5.0,14.0,40.0,5.0,0.0,False,False,False,False,False,False
123,12.0,0.0,16.0,36.0,11.0,0.0,False,False,False,False,False,False
