scan,dye1,dye2,dye3,dye4,dye5,dye6,dye1GT,dye2GT,dye3GT,dye4GT,dye5GT,dye6GT
1,177.0,20.0,20.0,179.0,31.0,37.0,False,False,False,False,False,False
2,189.0,9.0,20.0,146.0,33.0,39.0,False,False,False,False,False,False
3,201.0,4.0,20.0,128.0,42.0,43.0,False,False,False,False,False,False
4,205.0,9.0,19.0,118.0,51.0,39.0,False,False,False,False,False,False
5,211.0,11.0,20.0,122.0,60.0,32.0,False,False,False,False,False,False
6,218.0,9.0,18.0,118.0,67.0,25.0,False,False,False,False,False,False
7,222.0,11.0,18.0,118.0,70.0,20.0,False,False,False,False,False,False
8,218.0,13.0,17.0,103.0,66.0,18.0,False,False,False,False,False,False
9,214.0,11.0,20.0,87.0,60.0,17.0,False,False,False,False,False,False
10,216.0,7.0,20.0,72.0,50.0,16.0,False,False,False,False,False,False
11,212.0,8.0,16.0,71.0,40.0,15.0,False,False,False,False,False,False
12,203.0,12.0,15.0,70.0,38.0,14.0,False,False,False,False,False,False
13,195.0,9.0,18.0,65.0,39.0,13.0,False,False,False,False,False,False
14,185.0,11.0,19.0,81.0,33.0,14.0,False,False,False,False,False,False
15,168.0,21.0,16.0,85.0,28.0,15.0,False,False,False,False,False,False
16,155.0,20.0,17.0,95.0,30.0,14.0,False,False,False,False,False,False
17,148.0,10.0,19.0,93.0,32.0,11.0,False,False,False,False,False,False
18,133.0,3.0,18.0,99.0,28.0,10.0,False,False,False,False,False,False
19,113.0,2.0,17.0,103.0,19.0,10.0,False,False,False,False,False,False
20,100.0,5.0,19.0,101.0,16.0,9.0,False,False,False,False,False,False
21,92.0,5.0,18.0,100.0,9.0,10.0,False,False,False,False,False,False
22,88.0,7.0,21.0,99.0,6.0,7.0,False,False,False,False,False,False
23,75.0,8.0,21.0,91.0,12.0,3.0,False,False,False,False,False,False
24,65.0,9.0,19.0,98.0,17.0,2.0,False,False,False,False,False,False
25,60.0,8.0,15.0,95.0,21.0,0.0,False,False,False,False,False,False
26,61.0,6.0,14.0,100.0,21.0,1.0,False,False,False,False,False,False
27,55.0,3.0,18.0,99.0,14.0,5.0,False,False,False,False,False,False
28,46.0,1.0,19.0,103.0,10.0,7.0,False,False,False,False,False,False
29,35.0,6.0,12.0,114.0,10.0,8.0,False,False,False,False,False,False
30,29.0,6.0,10.0,123.0,11.0,6.0,False,False,False,False,False,False
31,26.0,6.0,9.0,115.0,12.0,5.0,False,False,False,False,False,False
32,21.0,6.0,8.0,101.0,9.0,5.0,False,False,False,False,False,False
33,19.0,2.0,16.0,87.0,8.0,3.0,False,False,False,False,False,False
