scan,dye1,dye2,dye3,dye4,dye5,dye6,dye1GT,dye2GT,dye3GT,dye4GT,dye5GT,dye6GT
1,218.0,21.0,17.0,104.0,30.0,11.0,False,False,False,False,False,False
2,223.0,24.0,14.0,104.0,33.0,12.0,False,False,False,False,False,False
3,233.0,16.0,14.0,98.0,26.0,12.0,False,False,False,False,False,False
4,236.0,11.0,15.0,107.0,21.0,12.0,False,False,False,False,False,False
5,228.0,13.0,15.0,105.0,29.0,11.0,False,False,False,False,False,False
6,224.0,18.0,17.0,84.0,43.0,9.0,False,False,False,False,False,False
7,217.0,19.0,17.0,58.0,48.0,11.0,False,False,False,False,False,False
8,205.0,17.0,15.0,61.0,46.0,19.0,False,False,False,False,False,False
9,193.0,16.0,11.0,58.0,39.0,26.0,False,False,False,False,False,False
10,183.0,10.0,13.0,57.0,37.0,28.0,False,False,False,False,False,False
11,162.0,4.0,19.0,50.0,38.0,32.0,False,False,False,False,False,False
12,158.0,1.0,28.0,45.0,32.0,39.0,False,False,False,False,False,False
13,153.0,3.0,26.0,48.0,25.0,42.0,False,False,False,False,False,False
14,145.0,3.0,23.0,78.0,25.0,40.0,False,False,False,False,False,False
15,133.0,0.0,18.0,75.0,23.0,35.0,False,False,False,False,False,False
16,116.0,5.0,18.0,79.0,18.0,31.0,False,False,False,False,False,False
17,92.0,9.0,14.0,88.0,16.0,24.0,False,False,False,False,False,False
18,82.0,12.0,16.0,102.0,11.0,19.0,False,False,False,False,False,False
19,74.0,10.0,23.0,102.0,0.0,18.0,False,False,False,False,False,False
20,65.0,4.0,30.0,102.0,-1.0,19.0,False,False,False,False,False,False
21,55.0,2.0,30.0,91.0,4.0,14.0,False,False,False,False,False,False
22,44.0,7.0,23.0,77.0,11.0,11.0,False,False,False,False,False,False
23,32.0,10.0,16.0,74.0,9.0,11.0,False,False,False,False,False,False
24,24.0,10.0,13.0,73.0,10.0,11.0,False,False,False,False,False,False
25,23.0,8.0,13.0,69.0,12.0,11.0,False,False,False,False,False,False
26,26.0,6.0,15.0,71.0,10.0,10.0,False,False,False,False,False,False
