scan,dye1,dye2,dye3,dye4,dye5,dye6,dye1GT,dye2GT,dye3GT,dye4GT,dye5GT,dye6GT
1,0.04693285299709797,0.01841288902231562,0.018813169218452917,0.03452416691684179,0.020314219953967778,0.01811267887521265,False,False,False,False,False,False
2,0.045932152506754725,0.017912538777144,0.019013309316521565,0.0337236065245672,0.020814570199139397,0.018512959071349946,False,False,False,False,False,False
3,0.04493145201641149,0.017712398679075352,0.018913239267487243,0.032923046132292605,0.020714500150105074,0.019413589512658862,False,False,False,False,False,False
4,0.04363054137896528,0.017212048433903733,0.018713099169418594,0.032022415690983685,0.02011407985589913,0.02061443010107075,False,False,False,False,False,False
5,0.04152907034924447,0.016911838286800762,0.018512959071349946,0.030921645151606125,0.02011407985589913,0.021515060542379665,False,False,False,False,False,False
6,0.03932752927048934,0.017212048433903733,0.018312818973281297,0.029020314219953967,0.021014710297208045,0.02191534073851696,False,False,False,False,False,False
7,0.037926548584008804,0.01741218853197238,0.01821274892424697,0.02761933353347343,0.021515060542379665,0.022515761032722906,False,False,False,False,False,False
8,0.035825077554288,0.017212048433903733,0.017912538777144,0.026718703092164516,0.020814570199139397,0.022715901130791555,False,False,False,False,False,False
9,0.03462423696587611,0.016911838286800762,0.01811267887521265,0.02611828279795857,0.020314219953967778,0.02241569098368858,False,False,False,False,False,False
10,0.0337236065245672,0.016911838286800762,0.01841288902231562,0.024917442209546684,0.020314219953967778,0.021715200640448313,False,False,False,False,False,False
11,0.0337236065245672,0.017111978384869407,0.018613029120384268,0.02411688181727209,0.020314219953967778,0.0204142900030021,False,False,False,False,False,False
12,0.031722205543880715,0.01641148804162914,0.018713099169418594,0.023416391474031822,0.01961372961072751,0.01961372961072751,False,False,False,False,False,False
13,0.029220454318022615,0.01621134794356049,0.018312818973281297,0.02561793255278695,0.018512959071349946,0.019313519463624536,False,False,False,False,False,False
14,0.02611828279795857,0.016811768237766436,0.017111978384869407,0.025718002601821274,0.018012608826178327,0.01841288902231562,False,False,False,False,False,False
15,0.02561793255278695,0.016911838286800762,0.016711698188732114,0.026218352846992896,0.017712398679075352,0.017912538777144,False,False,False,False,False,False
16,0.02561793255278695,0.016611628139697788,0.016911838286800762,0.026018212748924248,0.017212048433903733,0.018012608826178327,False,False,False,False,False,False
17,0.024917442209546684,0.016811768237766436,0.017111978384869407,0.026418492945061545,0.017111978384869407,0.018012608826178327,False,False,False,False,False,False
18,0.022916041228860203,0.016711698188732114,0.017011908335835085,0.02531772240568398,0.017111978384869407,0.017312118482938055,False,False,False,False,False,False
19,0.02161513059141399,0.015710997698388872,0.017512258581006704,0.023716601621134793,0.017512258581006704,0.016911838286800762,False,False,False,False,False,False
20,0.020714500150105074,0.015510857600320224,0.017912538777144,0.02411688181727209,0.01741218853197238,0.017011908335835085,False,False,False,False,False,False
21,0.01981386970879616,0.015811067747423198,0.018012608826178327,0.026218352846992896,0.016711698188732114,0.017212048433903733,False,False,False,False,False,False
22,0.019713799659761833,0.016311417992594817,0.01811267887521265,0.025918142699889922,0.01641148804162914,0.017212048433903733,False,False,False,False,False,False
23,0.02011407985589913,0.01641148804162914,0.017912538777144,0.025718002601821274,0.01641148804162914,0.016811768237766436,False,False,False,False,False,False
24,0.02011407985589913,0.01611127789452617,0.017512258581006704,0.025017512258581006,0.017011908335835085,0.01641148804162914,False,False,False,False,False,False
25,0.019713799659761833,0.015710997698388872,0.017512258581006704,0.024517162013409387,0.017212048433903733,0.01621134794356049,False,False,False,False,False,False
26,0.019513659561693184,0.015811067747423198,0.017912538777144,0.025517862503752625,0.016911838286800762,0.01611127789452617,False,False,False,False,False,False
27,0.019513659561693184,0.016011207845491843,0.01821274892424697,0.026018212748924248,0.017011908335835085,0.01591113779645752,False,False,False,False,False,False
28,0.019313519463624536,0.01621134794356049,0.01811267887521265,0.02631842289602722,0.016611628139697788,0.015811067747423198,False,False,False,False,False,False
29,0.018713099169418594,0.01611127789452617,0.017512258581006704,0.026518562994095867,0.016311417992594817,0.01591113779645752,False,False,False,False,False,False
30,0.017912538777144,0.01621134794356049,0.01741218853197238,0.025417792454718303,0.016811768237766436,0.016011207845491843,False,False,False,False,False,False
31,0.017512258581006704,0.016511558090663465,0.01761232863004103,0.02431702191534074,0.016711698188732114,0.015811067747423198,False,False,False,False,False,False
32,0.01761232863004103,0.01611127789452617,0.017712398679075352,0.027018913239267486,0.016011207845491843,0.015610927649354548,False,False,False,False,False,False
33,0.018012608826178327,0.015610927649354548,0.01761232863004103,0.026518562994095867,0.016311417992594817,0.015811067747423198,False,False,False,False,False,False
34,0.017912538777144,0.01611127789452617,0.01741218853197238,0.025918142699889922,0.017111978384869407,0.015811067747423198,False,False,False,False,False,False
35,0.017912538777144,0.016811768237766436,0.016911838286800762,0.02611828279795857,0.016711698188732114,0.015710997698388872,False,False,False,False,False,False
36,0.017712398679075352,0.016611628139697788,0.01761232863004103,0.02661863304313019,0.015610927649354548,0.015811067747423198,False,False,False,False,False,False
37,0.017312118482938055,0.016011207845491843,0.017812468728109678,0.025517862503752625,0.015310717502251577,0.015710997698388872,False,False,False,False,False,False
38,0.01741218853197238,0.015710997698388872,0.01821274892424697,0.023216251375963174,0.015610927649354548,0.015610927649354548,False,False,False,False,False,False
39,0.017312118482938055,0.01611127789452617,0.017712398679075352,0.022215550885619936,0.015811067747423198,0.015610927649354548,False,False,False,False,False,False
40,0.017011908335835085,0.016611628139697788,0.017111978384869407,0.02361653157210047,0.016311417992594817,0.0154107875512859,False,False,False,False,False,False
41,0.01641148804162914,0.016611628139697788,0.017011908335835085,0.024216951866306416,0.01641148804162914,0.015210647453217253,False,False,False,False,False,False
42,0.016511558090663465,0.016511558090663465,0.017111978384869407,0.024517162013409387,0.01641148804162914,0.0154107875512859,False,False,False,False,False,False
43,0.017111978384869407,0.016311417992594817,0.01741218853197238,0.023716601621134793,0.016311417992594817,0.015610927649354548,False,False,False,False,False,False
44,0.017212048433903733,0.01621134794356049,0.01761232863004103,0.0233163214249975,0.016611628139697788,0.015610927649354548,False,False,False,False,False,False
45,0.01621134794356049,0.016511558090663465,0.017512258581006704,0.023416391474031822,0.016811768237766436,0.015710997698388872,False,False,False,False,False,False
46,0.015710997698388872,0.016611628139697788,0.017312118482938055,0.023716601621134793,0.01641148804162914,0.015811067747423198,False,False,False,False,False,False
47,0.016011207845491843,0.016011207845491843,0.017812468728109678,0.02391674171920344,0.01611127789452617,0.015610927649354548,False,False,False,False,False,False
48,0.01591113779645752,0.015610927649354548,0.01821274892424697,0.02391674171920344,0.01611127789452617,0.015811067747423198,False,False,False,False,False,False
49,0.015510857600320224,0.016311417992594817,0.018312818973281297,0.02241569098368858,0.016611628139697788,0.01591113779645752,False,False,False,False,False,False
50,0.015610927649354548,0.016511558090663465,0.018512959071349946,0.020814570199139397,0.016911838286800762,0.016011207845491843,False,False,False,False,False,False
51,0.015710997698388872,0.015811067747423198,0.019113379365555887,0.020514360052036426,0.01621134794356049,0.01621134794356049,False,False,False,False,False,False
52,0.01591113779645752,0.015811067747423198,0.018613029120384268,0.020714500150105074,0.015710997698388872,0.01641148804162914,False,False,False,False,False,False
53,0.016011207845491843,0.01611127789452617,0.017912538777144,0.02111478034624237,0.015811067747423198,0.016511558090663465,False,False,False,False,False,False
54,0.016311417992594817,0.015710997698388872,0.017512258581006704,0.020914640248173723,0.015811067747423198,0.01641148804162914,False,False,False,False,False,False
55,0.016511558090663465,0.01591113779645752,0.017212048433903733,0.021715200640448313,0.015610927649354548,0.01611127789452617,False,False,False,False,False,False
56,0.015811067747423198,0.016911838286800762,0.016911838286800762,0.022315620934654258,0.01611127789452617,0.01621134794356049,False,False,False,False,False,False
57,0.01611127789452617,0.016511558090663465,0.017512258581006704,0.021314920444311016,0.016611628139697788,0.016611628139697788,False,False,False,False,False,False
58,0.016911838286800762,0.015610927649354548,0.017712398679075352,0.019113379365555887,0.016311417992594817,0.016911838286800762,False,False,False,False,False,False
59,0.017111978384869407,0.015610927649354548,0.017512258581006704,0.018613029120384268,0.01621134794356049,0.016811768237766436,False,False,False,False,False,False
60,0.016711698188732114,0.01611127789452617,0.017111978384869407,0.019513659561693184,0.016511558090663465,0.016611628139697788,False,False,False,False,False,False
61,0.017111978384869407,0.01641148804162914,0.017011908335835085,0.020914640248173723,0.017111978384869407,0.016311417992594817,False,False,False,False,False,False
62,0.01761232863004103,0.01641148804162914,0.017212048433903733,0.020714500150105074,0.017312118482938055,0.01611127789452617,False,False,False,False,False,False
63,0.017212048433903733,0.01641148804162914,0.017312118482938055,0.020014009806864807,0.016911838286800762,0.015811067747423198,False,False,False,False,False,False
64,0.016611628139697788,0.01621134794356049,0.017212048433903733,0.019213449414590213,0.016311417992594817,0.015811067747423198,False,False,False,False,False,False
65,0.016611628139697788,0.015710997698388872,0.016911838286800762,0.019713799659761833,0.016511558090663465,0.01591113779645752,False,False,False,False,False,False
66,0.016811768237766436,0.016011207845491843,0.016311417992594817,0.020214149904933452,0.016811768237766436,0.016011207845491843,False,False,False,False,False,False
